Vereinsname,Vereinskürzel,Vereinsgründung,Name,Geburtsdatum,Typ,Position,Veranstaltungsname,Veranstaltungsdatum,Veranstaltungsort,Ortsbeschreibung
AG Tiefseetaucher,AG TST,2012,Felix,26.03.1998,Student,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Tiefseetaucher,AG TST,2012,Emma,21.12.1990,Student,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Emma,21.12.1990,Student,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Emma,21.12.1990,Student,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Emma,21.12.1990,Student,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Tiefseetaucher,AG TST,2012,Lina,22.12.1992,Student,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Lina,22.12.1992,Student,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Lina,22.12.1992,Student,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Lina,22.12.1992,Student,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Tiefseetaucher,AG TST,2012,Lara,13.11.2000,Mitarbeiter,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Lara,13.11.2000,Mitarbeiter,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Lara,13.11.2000,Mitarbeiter,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Lara,13.11.2000,Mitarbeiter,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Tiefseetaucher,AG TST,2012,Elisabeth,05.10.1993,Student,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Elisabeth,05.10.1993,Student,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Elisabeth,05.10.1993,Student,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Elisabeth,05.10.1993,Student,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Tiefseetaucher,AG TST,2012,Paula,01.05.2003,Extern,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Paula,01.05.2003,Extern,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Paula,01.05.2003,Extern,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Paula,01.05.2003,Extern,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Tiefseetaucher,AG TST,2012,Emily,04.12.2001,Mitarbeiter,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Emily,04.12.2001,Mitarbeiter,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Emily,04.12.2001,Mitarbeiter,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Emily,04.12.2001,Mitarbeiter,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Tiefseetaucher,AG TST,2012,Hannah,18.06.1991,Extern,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Hannah,18.06.1991,Extern,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Hannah,18.06.1991,Extern,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Hannah,18.06.1991,Extern,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Tiefseetaucher,AG TST,2012,Amelie,01.04.1993,Student,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Amelie,01.04.1993,Student,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Amelie,01.04.1993,Student,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Amelie,01.04.1993,Student,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Tiefseetaucher,AG TST,2012,Louisa,28.01.1992,Mitarbeiter,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Louisa,28.01.1992,Mitarbeiter,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Louisa,28.01.1992,Mitarbeiter,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Louisa,28.01.1992,Mitarbeiter,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Feuerkranz,AG FK,2012,Alexander,18.10.2000,Student,Leiter,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Alexander,18.10.2000,Student,Leiter,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Alexander,18.10.2000,Student,Leiter,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Charlotte,03.09.1995,Student,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Charlotte,03.09.1995,Student,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Charlotte,03.09.1995,Student,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Jonas,03.08.1997,Student,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Jonas,03.08.1997,Student,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Jonas,03.08.1997,Student,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Lea,09.08.1997,Student,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Lea,09.08.1997,Student,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Lea,09.08.1997,Student,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Luisa,13.11.1999,Student,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Luisa,13.11.1999,Student,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Luisa,13.11.1999,Student,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Peter,18.12.1996,Student,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Peter,18.12.1996,Student,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Peter,18.12.1996,Student,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Tim,27.06.2001,Mitarbeiter,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Tim,27.06.2001,Mitarbeiter,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Tim,27.06.2001,Mitarbeiter,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Vincent,25.04.2003,Student,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Vincent,25.04.2003,Student,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Vincent,25.04.2003,Student,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Antonia,18.09.1997,Student,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Antonia,18.09.1997,Student,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Antonia,18.09.1997,Student,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Florian,06.01.2003,Student,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Florian,06.01.2003,Student,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Florian,06.01.2003,Student,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Alina,06.05.1997,Student,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Alina,06.05.1997,Student,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Alina,06.05.1997,Student,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Mika,13.01.2004,Student,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Mika,13.01.2004,Student,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Mika,13.01.2004,Student,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Sofia,11.12.1992,Mitarbeiter,Mitglied,Kranzflechten,23.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Sofia,11.12.1992,Mitarbeiter,Mitglied,Kranzflechten,11.09.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Feuerkranz,AG FK,2012,Sofia,11.12.1992,Mitarbeiter,Mitglied,Kranzflechten,24.10.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Ben,17.10.1993,Student,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Ben,17.10.1993,Student,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Ben,17.10.1993,Student,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Ben,17.10.1993,Student,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Ben,17.10.1993,Student,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Ben,17.10.1993,Student,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Ben,17.10.1993,Student,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,David,14.11.2000,Student,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,David,14.11.2000,Student,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,David,14.11.2000,Student,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,David,14.11.2000,Student,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,David,14.11.2000,Student,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,David,14.11.2000,Student,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,David,14.11.2000,Student,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Felix,26.03.1998,Student,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Felix,26.03.1998,Student,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Felix,26.03.1998,Student,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Felix,26.03.1998,Student,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Felix,26.03.1998,Student,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Felix,26.03.1998,Student,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Felix,26.03.1998,Student,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Daniel,05.11.2001,Student,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Daniel,05.11.2001,Student,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Daniel,05.11.2001,Student,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Daniel,05.11.2001,Student,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Daniel,05.11.2001,Student,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Daniel,05.11.2001,Student,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Daniel,05.11.2001,Student,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Philipp,03.03.1996,Student,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Philipp,03.03.1996,Student,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Philipp,03.03.1996,Student,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Philipp,03.03.1996,Student,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Philipp,03.03.1996,Student,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Philipp,03.03.1996,Student,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Philipp,03.03.1996,Student,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Vincent,25.04.2003,Student,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Vincent,25.04.2003,Student,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Vincent,25.04.2003,Student,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Vincent,25.04.2003,Student,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Vincent,25.04.2003,Student,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Vincent,25.04.2003,Student,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Vincent,25.04.2003,Student,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Simon,13.05.2001,Student,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Simon,13.05.2001,Student,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Simon,13.05.2001,Student,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Simon,13.05.2001,Student,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Simon,13.05.2001,Student,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Simon,13.05.2001,Student,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Simon,13.05.2001,Student,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Hannah,18.06.1991,Extern,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Hannah,18.06.1991,Extern,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Hannah,18.06.1991,Extern,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Hannah,18.06.1991,Extern,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Hannah,18.06.1991,Extern,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Hannah,18.06.1991,Extern,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Hannah,18.06.1991,Extern,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Michael,23.02.2002,Student,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Michael,23.02.2002,Student,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Michael,23.02.2002,Student,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Michael,23.02.2002,Student,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Michael,23.02.2002,Student,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Michael,23.02.2002,Student,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Michael,23.02.2002,Student,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Sofia,11.12.1992,Mitarbeiter,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Sofia,11.12.1992,Mitarbeiter,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Sofia,11.12.1992,Mitarbeiter,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Sofia,11.12.1992,Mitarbeiter,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Sofia,11.12.1992,Mitarbeiter,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Sofia,11.12.1992,Mitarbeiter,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Sofia,11.12.1992,Mitarbeiter,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Levi,23.05.1997,Student,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Levi,23.05.1997,Student,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Levi,23.05.1997,Student,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Levi,23.05.1997,Student,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Levi,23.05.1997,Student,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Levi,23.05.1997,Student,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Levi,23.05.1997,Student,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Titus,07.10.1997,Student,Mitglied,Wahrsagen für Anfänger,13.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Titus,07.10.1997,Student,Mitglied,Wahrsagen für Anfänger,02.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Titus,07.10.1997,Student,Mitglied,Wahrsagen für Anfänger,13.01.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Titus,07.10.1997,Student,Mitglied,Wahrsagen für Anfänger,26.04.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Titus,07.10.1997,Student,Mitglied,Horrorskop,08.12.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Titus,07.10.1997,Student,Mitglied,Horrorskop,18.08.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
AG Astro,AG AS,2012,Titus,07.10.1997,Student,Mitglied,Horrorskop,12.01.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Dreh Club,BD,1972,Leon,10.06.2001,Student,Clubei,Abdrehen,16.04.2018,BD Club,Keller im Haus D
Dreh Club,BD,1972,Leon,10.06.2001,Student,Clubei,Abdrehen,03.05.2019,BD Club,Keller im Haus D
Dreh Club,BD,1972,Leon,10.06.2001,Student,Clubei,Abdrehen,18.04.2020,BD Club,Keller im Haus D
Dreh Club,BD,1972,Leon,10.06.2001,Student,Clubei,Abdrehen,10.04.2021,BD Club,Keller im Haus D
Dreh Club,BD,1972,Leon,10.06.2001,Student,Clubei,Abdrehen,04.09.2022,BD Club,Keller im Haus D
Dreh Club,BD,1972,Leon,10.06.2001,Student,Clubei,Durchdrehen,23.09.2019,BD Club,Keller im Haus D
Dreh Club,BD,1972,Leon,10.06.2001,Student,Clubei,Durchdrehen,09.02.2020,BD Club,Keller im Haus D
Dreh Club,BD,1972,Leon,10.06.2001,Student,Clubei,Durchdrehen,06.01.2021,BD Club,Keller im Haus D
Dreh Club,BD,1972,Leon,10.06.2001,Student,Clubei,Durchdrehen,25.06.2022,BD Club,Keller im Haus D
Dreh Club,BD,1972,Leon,10.06.2001,Student,Clubei,Stillstand,27.03.2020,BD Club,Keller im Haus D
Dreh Club,BD,1972,Sophia,12.02.1993,Extern,Clubei,Abdrehen,16.04.2018,BD Club,Keller im Haus D
